clip_id,repeat_index,sea_state,vessel_class,n_blades,generator_freq,cavitation_intensity,shaft_rate,blade_pass_freq,has_cavitation,cavitation_peak_freq,n_cavitation_bursts,equipment_base_freq,resonance_freq_1,resonance_freq_2,resonance_freq_3,sea_rms_pa,ship_rms_pa,combined_rms_pa,scale_factor,sea_spl_db,ship_spl_db,combined_spl_db,snr_db,tensor_path,waveform_path
546,1,1,small_craft,4,50.0,0.3333,27.8537,111.4147,True,5942.86,674,25.0,228.36,79.84,164.45,0.0226239212053617,0.0451406573978835,0.050878947776321,144.08594752103713,87.09,93.09,94.13,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000546.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000546.npy
547,2,1,small_craft,4,50.0,0.3333,24.5364,98.1455,True,5909.06,582,25.0,116.54,331.06,0.0,0.0226239212053617,0.0451406573978835,0.0507294854222734,141.54781706716008,87.09,93.09,94.11,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000547.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000547.npy
548,3,1,small_craft,4,50.0,0.3333,25.1611,100.6444,True,5833.8,628,25.0,120.33,216.24,290.15,0.0226239212053617,0.0451406573978835,0.0501120090531401,137.89977349154157,87.09,93.09,94.0,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000548.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000548.npy
549,4,1,small_craft,4,50.0,0.3333,19.6885,78.7539,True,6168.78,478,25.0,82.03,235.33,0.0,0.0226239212053617,0.0451406573978835,0.0501184419336571,143.90593696963617,87.09,93.09,94.0,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000549.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000549.npy
550,0,1,small_craft,4,50.0,0.6667,28.5656,114.2626,True,6003.55,1206,25.0,138.59,451.41,0.0,0.0226239212053617,0.0451406573978835,0.0505225640304587,111.433144768912,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000550.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000550.npy
551,1,1,small_craft,4,50.0,0.6667,19.2847,77.1389,True,6199.4,950,25.0,236.56,91.05,407.77,0.0226239212053617,0.0451406573978835,0.0504361445223982,123.8444053839401,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000551.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000551.npy
552,2,1,small_craft,4,50.0,0.6667,22.0684,88.2736,True,6014.51,1056,25.0,194.44,56.96,212.56,0.0226239212053617,0.0451406573978835,0.0502956943559893,108.19786510687952,87.09,93.09,94.03,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000552.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000552.npy
553,3,1,small_craft,4,50.0,0.6667,28.5307,114.1229,True,6084.64,1317,25.0,61.97,130.71,427.29,0.0226239212053617,0.0451406573978835,0.0504344885239678,112.70902416555994,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000553.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000553.npy
554,4,1,small_craft,4,50.0,0.6667,23.8251,95.3006,True,6041.15,1032,25.0,133.47,166.3,0.0,0.0226239212053617,0.0451406573978835,0.0504447990921866,116.7340651670802,87.09,93.09,94.06,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000554.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000554.npy
555,0,1,small_craft,4,50.0,1.0,29.4733,117.8932,True,6070.1,1762,25.0,434.56,74.15,234.36,0.0226239212053617,0.0451406573978835,0.0504821928530631,72.9248309759232,87.09,93.09,94.06,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000555.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000555.npy
556,1,1,small_craft,4,50.0,1.0,17.6564,70.6255,True,5984.86,1052,25.0,142.66,285.77,116.18,0.0226239212053617,0.0451406573978835,0.0505710470813021,72.2846981301714,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000556.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000556.npy
557,2,1,small_craft,4,50.0,1.0,26.2051,104.8205,True,6053.95,1575,25.0,243.9,136.34,0.0,0.0226239212053617,0.0451406573978835,0.0503240675051069,71.81361845510575,87.09,93.09,94.04,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000557.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000557.npy
558,3,1,small_craft,4,50.0,1.0,29.6279,118.5115,True,6007.94,1804,25.0,320.33,294.31,125.57,0.0226239212053617,0.0451406573978835,0.0506631667519803,53.92965631639604,87.09,93.09,94.09,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000558.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000558.npy
559,4,1,small_craft,4,50.0,1.0,21.06,84.2398,True,5938.22,1251,25.0,146.56,427.96,171.38,0.0226239212053617,0.0451406573978835,0.0506775527721996,61.453552683165306,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000559.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000559.npy
560,0,1,small_craft,5,0.0,0.0,27.9643,139.8216,False,0.0,0,25.0,97.67,153.77,0.0,0.0226239212053617,0.0451406573978835,0.0502515245715856,150.62128317781583,87.09,93.09,94.02,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000560.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000560.npy
561,1,1,small_craft,5,0.0,0.0,28.6672,143.3362,False,0.0,0,25.0,52.58,200.17,259.59,0.0226239212053617,0.0451406573978835,0.050553062524017,149.96032020331822,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000561.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000561.npy
562,2,1,small_craft,5,0.0,0.0,15.352,76.7598,False,0.0,0,25.0,248.03,250.17,82.36,0.0226239212053617,0.0451406573978835,0.0512473867930135,149.6951313147342,87.09,93.09,94.19,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000562.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000562.npy
563,3,1,small_craft,5,0.0,0.0,29.1356,145.6779,False,0.0,0,25.0,204.58,72.15,0.0,0.0226239212053617,0.0451406573978835,0.0503081795687235,149.5970759216598,87.09,93.09,94.03,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000563.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000563.npy
564,4,1,small_craft,5,0.0,0.0,24.3435,121.7176,False,0.0,0,25.0,283.89,223.36,71.34,0.0226239212053617,0.0451406573978835,0.0503621311267786,149.95006319758403,87.09,93.09,94.04,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000564.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000564.npy
565,0,1,small_craft,5,0.0,0.3333,19.8063,99.0317,True,5800.3,591,25.0,57.25,359.66,0.0,0.0226239212053617,0.0451406573978835,0.0506810735103029,148.49243694779418,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000565.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000565.npy
566,1,1,small_craft,5,0.0,0.3333,28.5834,142.917,True,6029.11,815,25.0,363.67,111.53,0.0,0.0226239212053617,0.0451406573978835,0.0505207637709177,146.36348475112118,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000566.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000566.npy
567,2,1,small_craft,5,0.0,0.3333,15.621,78.105,True,6141.88,453,25.0,130.07,120.0,497.96,0.0226239212053617,0.0451406573978835,0.0504988230385797,148.62756730644583,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000567.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000567.npy
568,3,1,small_craft,5,0.0,0.3333,21.8006,109.0029,True,5898.19,682,25.0,174.33,215.19,0.0,0.0226239212053617,0.0451406573978835,0.0505253635998934,147.4181775747492,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000568.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000568.npy
569,4,1,small_craft,5,0.0,0.3333,25.6559,128.2793,True,6127.93,794,25.0,133.43,87.71,0.0,0.0226239212053617,0.0451406573978835,0.0505297392233785,147.3590171631693,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000569.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000569.npy
570,0,1,small_craft,5,0.0,0.6667,20.6948,103.474,True,6113.33,1127,25.0,424.41,174.9,52.42,0.0226239212053617,0.0451406573978835,0.0505573585763429,125.49270877414446,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000570.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000570.npy
571,1,1,small_craft,5,0.0,0.6667,17.478,87.3902,True,6027.05,952,25.0,100.41,305.55,0.0,0.0226239212053617,0.0451406573978835,0.0504992485460671,125.29848824459349,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000571.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000571.npy
572,2,1,small_craft,5,0.0,0.6667,25.649,128.245,True,6206.31,1411,25.0,362.94,139.2,0.0,0.0226239212053617,0.0451406573978835,0.0505157712555441,122.89436664856206,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000572.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000572.npy
573,3,1,small_craft,5,0.0,0.6667,21.5296,107.6481,True,5992.49,1157,25.0,262.13,82.98,238.53,0.0226239212053617,0.0451406573978835,0.0504786587447144,123.30946223000733,87.09,93.09,94.06,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000573.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000573.npy
574,4,1,small_craft,5,0.0,0.6667,16.8963,84.4816,True,5912.51,930,25.0,77.84,265.34,453.24,0.0226239212053617,0.0451406573978835,0.050519473079907,110.24003861164172,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000574.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000574.npy
575,0,1,small_craft,5,0.0,1.0,27.5759,137.8793,True,6001.92,2063,25.0,267.29,139.89,0.0,0.0226239212053617,0.0451406573978835,0.0506492296650248,56.9172127674004,87.09,93.09,94.09,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000575.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000575.npy
576,1,1,small_craft,5,0.0,1.0,25.1218,125.609,True,6044.84,1907,25.0,183.55,137.16,0.0,0.0226239212053617,0.0451406573978835,0.0503228048262222,66.53438002916756,87.09,93.09,94.04,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000576.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000576.npy
577,2,1,small_craft,5,0.0,1.0,21.5721,107.8605,True,6082.29,1644,25.0,315.92,56.85,0.0,0.0226239212053617,0.0451406573978835,0.0505223253476305,60.110861075908616,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000577.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000577.npy
578,3,1,small_craft,5,0.0,1.0,21.9021,109.5105,True,6072.18,1664,25.0,107.36,344.52,0.0,0.0226239212053617,0.0451406573978835,0.0506470279224788,60.517655754717126,87.09,93.09,94.09,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000578.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000578.npy
579,4,1,small_craft,5,0.0,1.0,15.7809,78.9044,True,6074.77,1222,25.0,318.91,140.86,0.0,0.0226239212053617,0.0451406573978835,0.0503842461781585,71.7388104527676,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000579.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000579.npy
580,0,1,small_craft,5,50.0,0.0,17.5415,87.7075,False,0.0,0,25.0,437.4,66.37,0.0,0.0226239212053617,0.0451406573978835,0.0509669978913984,146.65395141507713,87.09,93.09,94.15,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000580.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000580.npy
581,1,1,small_craft,5,50.0,0.0,15.9958,79.979,False,0.0,0,25.0,374.97,111.41,104.35,0.0226239212053617,0.0451406573978835,0.0509779778330501,146.64795724803326,87.09,93.09,94.15,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000581.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000581.npy
582,2,1,small_craft,5,50.0,0.0,21.5107,107.5537,False,0.0,0,25.0,468.77,263.9,103.1,0.0226239212053617,0.0451406573978835,0.0505974164669277,146.26490033675523,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000582.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000582.npy
583,3,1,small_craft,5,50.0,0.0,28.8787,144.3935,False,0.0,0,25.0,273.26,54.83,375.23,0.0226239212053617,0.0451406573978835,0.0508521418409085,146.75328804623206,87.09,93.09,94.13,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000583.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000583.npy
584,4,1,small_craft,5,50.0,0.0,24.232,121.1602,False,0.0,0,25.0,200.67,58.9,0.0,0.0226239212053617,0.0451406573978835,0.0506357536880118,146.9251310329811,87.09,93.09,94.09,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000584.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000584.npy
585,0,1,small_craft,5,50.0,0.3333,23.5127,117.5633,True,6002.23,751,25.0,191.4,113.64,0.0,0.0226239212053617,0.0451406573978835,0.0505444289728197,144.76459578328345,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000585.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000585.npy
586,1,1,small_craft,5,50.0,0.3333,19.1977,95.9887,True,5890.7,597,25.0,120.48,117.16,0.0,0.0226239212053617,0.0451406573978835,0.0506786198087855,145.15951565660464,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000586.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000586.npy
587,2,1,small_craft,5,50.0,0.3333,21.9596,109.7982,True,6056.24,633,25.0,451.45,176.5,115.49,0.0226239212053617,0.0451406573978835,0.0505242935439741,144.6545258530464,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000587.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000587.npy
588,3,1,small_craft,5,50.0,0.3333,17.9181,89.5904,True,6146.31,527,25.0,282.27,133.21,415.32,0.0226239212053617,0.0451406573978835,0.0503024263274161,146.9064569607284,87.09,93.09,94.03,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000588.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000588.npy
589,4,1,small_craft,5,50.0,0.3333,28.8571,144.2854,True,5890.94,879,25.0,237.67,67.7,0.0,0.0226239212053617,0.0451406573978835,0.0505669785945765,142.96272608516196,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000589.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000589.npy
590,0,1,small_craft,5,50.0,0.6667,29.7774,148.887,True,5978.47,1576,25.0,76.48,299.19,359.04,0.0226239212053617,0.0451406573978835,0.0506407872244308,120.75432772827608,87.09,93.09,94.09,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000590.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000590.npy
591,1,1,small_craft,5,50.0,0.6667,16.1707,80.8536,True,5891.23,879,25.0,148.66,398.14,128.25,0.0226239212053617,0.0451406573978835,0.0507427658855469,111.51910781448166,87.09,93.09,94.11,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000591.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000591.npy
592,2,1,small_craft,5,50.0,0.6667,29.0586,145.2928,True,6153.21,1603,25.0,105.37,270.74,0.0,0.0226239212053617,0.0451406573978835,0.0504300824209826,98.0628745749787,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000592.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000592.npy
593,3,1,small_craft,5,50.0,0.6667,29.8121,149.0603,True,6000.24,1621,25.0,246.55,241.14,0.0,0.0226239212053617,0.0451406573978835,0.0506878326707355,99.83611886276624,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000593.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000593.npy
594,4,1,small_craft,5,50.0,0.6667,19.6807,98.4037,True,6107.64,1053,25.0,209.08,122.36,0.0,0.0226239212053617,0.0451406573978835,0.0505891870314834,113.79572324738068,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000594.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000594.npy
595,0,1,small_craft,5,50.0,1.0,16.0853,80.4263,True,6020.11,1325,25.0,268.64,64.01,0.0,0.0226239212053617,0.0451406573978835,0.0505961561989035,65.16818729030881,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000595.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000595.npy
596,1,1,small_craft,5,50.0,1.0,16.0477,80.2385,True,6086.06,1181,25.0,143.13,458.59,0.0,0.0226239212053617,0.0451406573978835,0.0505206543126861,80.69508036885117,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000596.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000596.npy
597,2,1,small_craft,5,50.0,1.0,21.4364,107.1822,True,6064.53,1586,25.0,122.31,242.04,415.79,0.0226239212053617,0.0451406573978835,0.0504568659661295,55.7846824743288,87.09,93.09,94.06,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000597.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000597.npy
598,3,1,small_craft,5,50.0,1.0,22.2137,111.0685,True,6056.64,1643,25.0,400.74,106.85,82.58,0.0226239212053617,0.0451406573978835,0.0504313329843012,58.60414837652872,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000598.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000598.npy
599,4,1,small_craft,5,50.0,1.0,25.7973,128.9863,True,6005.44,1896,25.0,90.71,292.29,472.24,0.0226239212053617,0.0451406573978835,0.0502642486930472,70.50159054077463,87.09,93.09,94.03,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000599.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000599.npy
600,0,1,fishing_vessel,3,0.0,0.0,6.8663,20.5988,False,0.0,0,25.0,95.87,400.37,0.0,0.0226239212053617,0.0451406573978835,0.0507255401851242,141.48144927642392,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000600.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000600.npy
601,1,1,fishing_vessel,3,0.0,0.0,7.4742,22.4226,False,0.0,0,25.0,477.46,124.17,0.0,0.0226239212053617,0.0451406573978835,0.0502270178758987,141.44596687183926,87.09,93.09,94.02,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000601.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000601.npy
602,2,1,fishing_vessel,3,0.0,0.0,4.8586,14.5758,False,0.0,0,25.0,95.81,294.38,0.0,0.0226239212053617,0.0451406573978835,0.0507605787874185,144.93943056380826,87.09,93.09,94.11,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000602.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000602.npy
603,3,1,fishing_vessel,3,0.0,0.0,4.208,12.624,False,0.0,0,25.0,299.93,107.57,223.78,0.0226239212053617,0.0451406573978835,0.0503492095794733,143.68584684517933,87.09,93.09,94.04,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000603.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000603.npy
604,4,1,fishing_vessel,3,0.0,0.0,4.842,14.5261,False,0.0,0,25.0,131.06,286.25,363.87,0.0226239212053617,0.0451406573978835,0.0504497011182846,144.57935432125646,87.09,93.09,94.06,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000604.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000604.npy
605,0,1,fishing_vessel,3,0.0,0.3333,7.5164,22.5491,True,1841.66,132,25.0,112.81,142.34,204.21,0.0226239212053617,0.0451406573978835,0.0507023471766357,139.9975542717137,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000605.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000605.npy
606,1,1,fishing_vessel,3,0.0,0.3333,7.7157,23.1472,True,1790.98,150,25.0,369.2,264.55,92.03,0.0226239212053617,0.0451406573978835,0.050228028201241,140.93055570517618,87.09,93.09,94.02,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000606.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000606.npy
607,2,1,fishing_vessel,3,0.0,0.3333,7.8765,23.6295,True,1928.66,139,25.0,443.78,197.98,0.0,0.0226239212053617,0.0451406573978835,0.0503980527820105,141.6846752667485,87.09,93.09,94.05,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000607.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000607.npy
608,3,1,fishing_vessel,3,0.0,0.3333,7.113,21.3389,True,1818.84,141,25.0,245.12,135.32,117.83,0.0226239212053617,0.0451406573978835,0.0504960668654072,140.66670764042877,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000608.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000608.npy
609,4,1,fishing_vessel,3,0.0,0.3333,5.1178,15.3534,True,1883.2,94,25.0,494.91,50.97,292.23,0.0226239212053617,0.0451406573978835,0.0501239828311865,140.71116548079033,87.09,93.09,94.0,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000609.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000609.npy
610,0,1,fishing_vessel,3,0.0,0.6667,7.8295,23.4885,True,1833.57,261,25.0,361.26,172.14,64.11,0.0226239212053617,0.0451406573978835,0.0505662797391834,125.04997220054004,87.09,93.09,94.08,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000610.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000610.npy
611,1,1,fishing_vessel,3,0.0,0.6667,6.1398,18.4195,True,1856.52,181,25.0,295.49,134.43,316.05,0.0226239212053617,0.0451406573978835,0.0506790421953838,132.7819939424391,87.09,93.09,94.1,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000611.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000611.npy
612,2,1,fishing_vessel,3,0.0,0.6667,6.2335,18.7005,True,1825.85,177,25.0,113.37,218.81,467.21,0.0226239212053617,0.0451406573978835,0.0501746277455407,135.08785970443407,87.09,93.09,94.01,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000612.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000612.npy
613,3,1,fishing_vessel,3,0.0,0.6667,7.6502,22.9505,True,1832.06,255,25.0,71.95,228.82,209.49,0.0226239212053617,0.0451406573978835,0.0503611196755299,134.54876685104475,87.09,93.09,94.04,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000613.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000613.npy
614,4,1,fishing_vessel,3,0.0,0.6667,7.4649,22.3947,True,1815.91,234,25.0,74.95,316.34,133.66,0.0226239212053617,0.0451406573978835,0.0505484946307669,129.79420558409993,87.09,93.09,94.07,6.0,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/tensors/tensor_000614.npy,/content/drive/MyDrive/SKANN_SSL/data/prototype_dataset/waveforms/clip_000614.npy
